1,1.39341,-1.45497,1.36358,-0.0212864,0.249202,0.151574,0.09301
2,1.32512,-1.27497,1.31474,0.123252,0.144179,0.0131055,0.0528221
3,1.05177,-1.12123,1.03312,0.070593,0.153389,-0.0332368,0.0899068
4,0.825389,-1.43407,0.822599,-0.0896429,0.0689629,-0.0710384,0.0271687
5,0.533133,-1.51805,0.532251,-0.161869,0.00148331,-0.0254526,-0.0247222
6,0.870813,-1.08193,0.868089,0.11801,0.0651437,-0.104461,0.0237717
7,0.612758,-1.23086,0.611635,-0.00907846,-0.0399423,-0.0842353,-0.0144477
8,0.328572,-1.0035,0.313418,0.0803352,-0.109176,-0.240222,-0.0553481
9,0.210354,-0.801478,0.169917,0.156111,-0.0668746,-0.201992,0.00904
10,0.117938,-0.894915,0.0951195,0.0068408,-0.0577736,-0.147847,-0.0502378
11,0.149968,-0.87273,0.0827176,0.107288,-0.119631,-0.203624,-0.0344878
12,-0.0572339,-0.899276,-0.423289,-0.0967095,0.0266657,-0.173336,0.0427137
13,-0.343903,-1.16871,-0.641507,-0.370029,0.00183341,-0.0954319,0.0672117
14,0.254566,-0.48588,-0.0432863,0.176827,-0.0763927,-0.193968,0.0683516
15,-0.188247,-0.733989,-1.16537,-0.24416,-0.299447,-0.154174,0.0156333
16,-0.337331,-0.670579,-1.68585,-0.367071,-0.170772,-0.0642673,0.114962
17,0.0422245,-0.31318,-1.11689,-0.0320667,-0.323643,-0.0556346,0.187431
18,0.278116,-0.0109832,-0.807085,0.15327,-0.25309,-0.160769,0.0342078
19,0.304957,-0.101034,-1.22021,0.134215,-0.353479,-0.166813,0.207497
20,0.0361116,-0.353592,-1.48657,-0.0723614,-0.252954,-0.147862,0.170756
21,-0.00366825,-0.106383,-1.99349,-0.0901141,-0.286249,-0.0149497,0.275289
22,0.33813,0.0760335,-1.37186,0.199249,-0.314409,-0.0668169,0.322837
23,0.202445,-0.230859,-2.08362,0.0696952,-0.165983,-0.0890558,0.470222
24,-0.0632818,-0.568423,-3.07353,-0.203294,-0.365769,-0.20586,0.243451
25,0.0601611,-0.438672,-2.3313,-0.0920304,-0.260365,-0.118797,0.466637
26,0.56123,0.069822,-2.07812,0.409108,-0.239554,-0.234842,0.202739
27,0.227916,-0.255272,-2.1828,0.135547,-0.293718,-0.0967821,0.344793
28,0.408091,-0.0360335,-2.03674,0.29249,-0.277224,-0.131505,0.33524
29,0.30985,0.140795,-2.58393,0.160442,-0.30531,-0.0853953,0.344707
30,-0.350184,-0.789217,-3.38042,-0.390027,-0.582857,-0.0704069,0.160355
31,0.0106839,-0.0544452,-2.39649,-0.291332,-0.379595,-0.0235591,0.101776
